profileUrl,profileImage,username,comment,date,like,id,negative,neutral,positive,sentiment
https://www.tiktok.com/@akcilldut,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/649898bf0666046aa06accd26c541f5a~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=qKlqWRimVHl5yHcQ2UyK%2BjKJhjo%3D,Kyy,oo ini,22-01-2023,5,11,0.163498402,0.650257289,0.186244294,neutral
https://www.tiktok.com/@iuluvvyuuu,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/261e30ddd339825e4cd196efaac77f35~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=52iWxkPrdHSU6kFmoqZ6YaCKcL0%3D,iluvvyuuuu,hehe,14-08-2023,0,12,0.021086855,0.382887363,0.596025705,positive
https://www.tiktok.com/@mandtzzkyx,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cc3fd00cad61bfceade571fb9f90db21~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=w95d9jQZ8b7tLhr9SDYM8Z2shVM%3D,...,tantrum,13-11-2023,1,13,0.18850185,0.669246256,0.142251849,neutral
https://www.tiktok.com/@tikamullerlife,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/197f8931e918972fd7a876bbed148c68~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=UGkNusELBWupo%2FtspBXj%2F2oqjE8%3D,Tika Muller,Ibu hebat ❤️🤗,19-08-2023,1,14,0.002066615,0.076126628,0.921806693,positive
https://www.tiktok.com/@kaniasari981,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ae74821089c91feb44a6b75957fe295f~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=Zh2ksKLsLqZMv6i8kVcgqOe8Af8%3D,kaniasari981,maa syaa Allah ibu yg hebat🥺,02-07-2023,7,15,0.098946743,0.757101595,0.143951625,neutral
https://www.tiktok.com/@davidchristianm,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/7211523936041828378~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=%2BUr6R4d%2FM5hAaxRqo3kmvRzU3DY%3D,Horras,Great Mom 😁,18-10-2023,1,16,0.002022621,0.032526128,0.965451241,positive
https://www.tiktok.com/@nadya_situmorang,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7ddde6a945ec07c9aee58b669ac19cbc~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=bsTwbdc2SyWHfU8pxFAm%2BnuKigA%3D,NADYA SITUMORANG,Abang azil🥰🥰🥰,28-07-2023,4,17,0.002532239,0.024602432,0.972865283,positive
https://www.tiktok.com/@alfa13.g,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5b4de87d1079230c03ab7e8b10718500~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=ftSg8lB%2BTtdDcMHRyu%2Fy76a3QAs%3D,Concueror,te padil,08-11-2023,0,18,0.186512217,0.620876133,0.192611665,neutral
https://www.tiktok.com/@iezany87,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/5b7a3d0190e0b413600efe3b548a8091.jpg?lk3s=30310797&x-expires=1713416400&x-signature=jAQ8PAUWiKhY3c6CqFKpUa%2BI3SE%3D,iezan,"Xdpt bayangkn klau kak zarina da xde... Sy doakn kak zarina kuat, sehAt dan dpnjgkn usia...",01-04-2024,0,19,0.099902168,0.861653149,0.038444608,neutral
https://www.tiktok.com/@4kusaj4,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7317270023590903840~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=dHgpB2qhkM%2BnXEnbAuu6mMFXeVk%3D,AKUADALAHSAM,sangat luar biasa,11-08-2023,2,20,0.200588316,0.706645966,0.092765667,neutral
https://www.tiktok.com/@ifaa__022,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e5a2e28f5ae8dac775cc9e97c05b2108~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=2iq%2FDq8vyzxyC7DCDofeWmA96wc%3D,ipaaa❀__,😊,01-10-2023,3,21,0.007670242,0.168620512,0.823709249,positive
https://www.tiktok.com/@lolsndhd,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7334093533776707604.jpg?lk3s=30310797&x-expires=1713416400&x-signature=qtOzjUSfFRhrWrP88xW4aQvbOQw%3D,Gilbert Truman,🥰🥰,11-09-2023,0,22,0.006398302,0.039694484,0.953907251,positive
https://www.tiktok.com/@uwzumakim,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/aac0d58184de6c6d277b9c52f16c5833~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=Ks1t8rE176uBGAipCb6FsrHgMEY%3D,Bintang,maxel,26-03-2024,1,23,0.182171345,0.5839203,0.233908355,neutral
https://www.tiktok.com/@nowela64,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b14f746d42ac5a0018eecde9a33a9fcd~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=boAlQr%2FpT8AQvf7Ci30hMSpY6g8%3D,nowela&nichela,ibunya terkejut,13-03-2024,0,24,0.26147595,0.598223209,0.140300825,neutral
https://www.tiktok.com/@user22137969,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/a640bdbdafc77ee5ea8613e3c6243208~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=gLBMnSb%2Bz4cpQEiN2UvTjKjqx90%3D,anggi,psti k tdik mcem n,12-11-2023,0,25,0.21387215,0.663499594,0.122628286,neutral
https://www.tiktok.com/@ilmeit,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2e083c24faba26551c4dd076c57ff512~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=HHm8kyzy%2Bt039FgWwvd30yUsLGE%3D,Senja,itu kan azal azil yang di Malaysia,21-03-2024,0,26,0.109655753,0.847991705,0.042352512,neutral
https://www.tiktok.com/@chikaa6538,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/828422f22eb320de6ff0dc43395cec6b~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=kYo3u7met0buEmnoqNp45LW0gqQ%3D,chikaa,🥰🥰🥰,11-08-2023,0,27,0.005308558,0.03074134,0.963950098,positive
https://www.tiktok.com/@apex_lymbard,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/45f5a6dd0be4f2da3bf754ab54421205~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=q4w9rTG7Cu%2BzIWBhNzObB1iidoc%3D,apex_lymbard,"kakak amat hebat,semoga dipermudAhkn urusan oleh Allah S.W.T.",24-07-2023,14,28,0.127885982,0.831510305,0.04060363,neutral
https://www.tiktok.com/@kaiiilufff,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/add091bf517b0e81ea0c44600dcf49ec~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=u3g3Bid%2B4t6XrP87ZoKHTxMAdJ0%3D,kaiiiluppp,😭😭,29-06-2023,0,29,0.468724936,0.411682934,0.119592115,negative
https://www.tiktok.com/@zazamie0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=sfwWJnPxmrpFWR8RNTn57KMMzpg%3D,zaza spa,setiap Kali tgk mesti rasa sayu.... bleh tgk pada wajah ibu. betapa sayunya...,16-08-2023,3,30,0.194631681,0.752809882,0.052558407,neutral
https://www.tiktok.com/@rahmanmajidsupersix,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/240ebf7701f957c927da3695ac9924d6.jpg?lk3s=30310797&x-expires=1713416400&x-signature=VAEr7RqosVdgXXMGFaR1Eua%2Fe0M%3D,MKsupersix,respect parent ada anak autism n sindrom..😭😭😭aku sendiri xkuat nk hadap,12-02-2024,0,31,0.713541865,0.271715641,0.014742459,negative
https://www.tiktok.com/@norhanaothman7,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/7201015407052849178~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=XtxCYNoDu6AM75GzPCAyR36jl3s%3D,nrhna,Hanya kita yg tahu org lain mampu melihat kita saja faham punya anak surga mcm ni kadang kala kita managis tak dapat nak kata itu lah ujain allah bagi,22-05-2023,4,32,0.160397306,0.800829232,0.038773462,neutral
https://www.tiktok.com/@solihinzulkifli89,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7333002159354544148.jpg?lk3s=30310797&x-expires=1713416400&x-signature=uCMl6ABAWtRTXTffgkqZop3crLY%3D,z.sulinzz_,kau dah viral man,27-08-2023,0,33,0.207104966,0.706157923,0.086737119,neutral
https://www.tiktok.com/@hibahmedical,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/dc108925504d49139ef96316e7ced15d.jpg?lk3s=30310797&x-expires=1713416400&x-signature=NnnN3uy7i4fhhgX8e1NXceAA55s%3D,Nor Haizan,anak syurga Allah berikan kpd org boleh lalui,26-11-2023,0,34,0.137287632,0.815002918,0.047709513,neutral
https://www.tiktok.com/@fyp1610,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/c93c0a61f2e0efd6cde24237687d2917.jpg?lk3s=30310797&x-expires=1713416400&x-signature=CFYNcZebUU0FyZwIXUqb7pywt%2Bk%3D,i.we🌹,lebih baik sy tengok dan diam dari berkata yang bukan ² emm menjaga anak yang normal pom perlukan kesabaran yang banyak apa lagi orang yang terpilih🥺,22-05-2023,174,35,0.175575733,0.750091791,0.074332453,neutral
https://www.tiktok.com/@firofiro82,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=sfwWJnPxmrpFWR8RNTn57KMMzpg%3D,firo,"kdg2 ibubapa yg menangis sbb bimbang tantrum x boleh dikwl, boleh mengakibatkan kecederaan. 💖",20-12-2023,0,36,0.004180139,0.230775714,0.765044153,positive
https://www.tiktok.com/@dekcitt13,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/cd6615f2f9641f82a43acee5a479dcd9.jpg?lk3s=30310797&x-expires=1713416400&x-signature=K98QPubyZ26EXf1my2VWvUHMexY%3D,ZELLSADMODE ?,skill mu😭,28-02-2024,0,37,0.452690691,0.476241112,0.071068242,neutral
https://www.tiktok.com/@mommyashleo,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/18dafae14b52b219ffe75ae638b61526.jpg?lk3s=30310797&x-expires=1713416400&x-signature=sxKKFMe0nVFFCuPVAb1bSqq48sM%3D,♥️Mommy Ash&Leo♥️,kadang seram juga kalau x biasa. takut di serang ...,31-12-2023,0,38,0.151216656,0.803875506,0.04490792,neutral
https://www.tiktok.com/@yourmasyam,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0e1f5080ff0c9166abdcdc128c9aac0e.jpg?lk3s=30310797&x-expires=1713416400&x-signature=uKpe4VF1GzEWApZ9yWKnQ6JZN4U%3D,𝕸𝖆𝖗𝖘𝖞𝖆♡︎シ︎🇲🇾🇵🇸,comel jee dia waktu senyum tu,30-09-2023,0,39,0.189819291,0.72489816,0.085282467,neutral
https://www.tiktok.com/@ismawatimohdsubani,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/4e66c7a650a921c40e18e454dd30a746.jpg?lk3s=30310797&x-expires=1713416400&x-signature=cW9KL33%2F6fq%2Bp4zWJgBx7%2FldAg8%3D,Ismawati Mohd Subani,"anak sy lelaki autism 8y pun ske syg (kiss) sy, manja sgt.. ble dia meltdown tu je rasa mcm kesian ada,nk mrh ade,tp kena sabar🥺",27-10-2023,0,40,0.262312323,0.671198845,0.06648884,neutral
https://www.tiktok.com/@mankorek916,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/618361e7ced073f2eed36f8a819e230b.jpg?lk3s=30310797&x-expires=1713416400&x-signature=3xwubGPPE51rTAz%2Fmq4ImXrWnzo%3D,man korek,🥰🥰🥰🥰,02-09-2023,0,41,0.00481592,0.026840022,0.968344092,positive
https://www.tiktok.com/@jamilahmil,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/a52d27a8b17fab1da8923c02c0a753ea~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=bCDj66FrYIPtBf2exEetnK94t%2FA%3D,Jamilah Mil,IBU yg tbaik,26-05-2023,3,42,0.201123506,0.655438662,0.143437862,neutral
https://www.tiktok.com/@chettam08,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/696357baf0f7e0ace5083fa6ce9c18b9.jpg?lk3s=30310797&x-expires=1713416400&x-signature=3%2FY%2BavJzvXtAMYqOibLYX0cpoQk%3D,SmyGaa🎭,🥺🥺,07-10-2023,0,43,0.257589579,0.475522578,0.266887754,neutral
https://www.tiktok.com/@nurulsalwa833641,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/675532f9b188613cab31a33c9506eeab.jpg?lk3s=30310797&x-expires=1713416400&x-signature=Z6%2B2tjEa8wfE3L2RipIsRg0%2Bbnw%3D,Nurul salwa,saya faham mcmna perasaan ibu bapa yg ada anak special.,28-09-2023,0,44,0.154056117,0.78690052,0.059043389,neutral
https://www.tiktok.com/@ecahkim_,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ef3c9be0d9b9208aca3009f03b99105b.jpg?lk3s=30310797&x-expires=1713416400&x-signature=115ivQ35d7MDGFdWYmrjIhQ3b9k%3D,Xu_The8,sorry ye terkejut Saye mula mula😅,25-11-2023,0,45,0.4212192,0.506779313,0.072001494,neutral
https://www.tiktok.com/@aniewanisa2,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/c005bdc879494082e4ac73bbd7e8b8b7.jpg?lk3s=30310797&x-expires=1713416400&x-signature=ZAavdtbAnMuLHOcfVxXz2cKwSGk%3D,aniwanisa,😭😭,15-08-2023,0,46,0.468724936,0.411682934,0.119592115,negative
https://www.tiktok.com/@normaperak,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/f756a6b9602c47c7e5fcb81880a524da.jpg?lk3s=30310797&x-expires=1713416400&x-signature=WkyliWfBN%2BsMD8H2RNrvj90bwTA%3D,NORMA,Aku x fahAm xgn Nk mcm no. Allahuakbar,05-11-2023,0,47,0.135174185,0.821724176,0.043101639,neutral
https://www.tiktok.com/@hairulnizam046,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7328511894531080210.jpg?lk3s=30310797&x-expires=1713416400&x-signature=r8o8Mo9YbClAWrR1bED%2Byp0IhEg%3D,Hairul Nizam,ibu yang hebat..tellu hebat,10-10-2023,0,48,0.108106151,0.820275307,0.07161852,neutral
https://www.tiktok.com/@idafriedar,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/2f217c1b7493877c96f09475f414810d.jpg?lk3s=30310797&x-expires=1713416400&x-signature=b0znElSxHW7nt8Fuboa%2FksZtrLc%3D,idafrieda,Allahuakbar 😢😢😢,08-01-2024,0,49,0.866959929,0.123447157,0.009592885,negative
https://www.tiktok.com/@kenzz4513,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a39e02eca7df7a7e5bed3f47b92e9259~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=yqxlzBlaQesrCIs2zijybLBdyl0%3D,kenxo,aku punya kakak autis🙂🙂,23-09-2023,781,50,0.038951915,0.680881023,0.280167073,neutral
https://www.tiktok.com/@lumajang_pride29,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45830ba93fdd4590e9baaf984e55cdfe~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=RIQuA4RUkwxcAnT8vdl66FDKS0g%3D,-Dimas,dibuang gpp kn🥰🥰,22-03-2024,62,51,0.003125287,0.039690901,0.957183838,positive
https://www.tiktok.com/@gelap789,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d03f874d8a07e4e93475f050f0a07d0a~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=%2FfL6%2FrvGaAyFpn%2FZWZxw8ZC12HQ%3D,id(°•°),"Ibu yang menjadi malaikat buat anaknya 🙏 sehat slalu...",14-01-2023,3152,52,0.03308396,0.728154838,0.238761246,neutral
https://www.tiktok.com/@adnan_azizii,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7323026165663268866.jpg?lk3s=30310797&x-expires=1713416400&x-signature=bunCbzrCVue79%2BIA%2BbTLLzwXFFU%3D,RYU||| akainu.?!,jadi tantrum itu kayak belum pandai bicara apa gimana,09-09-2023,593,53,0.238078162,0.731802642,0.030119224,neutral
https://www.tiktok.com/@kplss7nuzs,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4ae618aa349312ff7fa88de4d38c27b3~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=0huJ6G3by2I0lrwGNrbCjv%2BClAs%3D,NUZS,lah gua tantrum tapi normal 🗿,17-03-2024,22,54,0.244395092,0.712115586,0.043489344,neutral
https://www.tiktok.com/@rarvnn,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cabdbea148861693ab44b0beda6371f0~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=pIdgdxK0DcxY3s109QBvcrJIfNM%3D,Rraarvnn,kalo tantrum pas nyetir gimana ya?,15-07-2023,181,55,0.13457337,0.834862947,0.030563639,neutral
https://www.tiktok.com/@sikomonakal,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7331964328003764231.jpg?lk3s=30310797&x-expires=1713416400&x-signature=4KxPULAnxPghHGM5GPlQvUMCaWE%3D,~~mas brem~~,ga kerasa nangis liat ini.. ibu adalah malaikat nyata yang ditugaskan tuhan..,09-02-2023,539,56,0.168863207,0.778001428,0.053135369,neutral
https://www.tiktok.com/@si_jipjip02,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b34311d97958b8cd1dd9bd52a2552bb7~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=0ITpe1zxeoWNuLdCqwfgH0u%2FkuE%3D,Si_jipjip,"tantrum ""kawan"" kita inisial j dan berakhir n lebih parah dari ini (ketik a kalo setuju",30-03-2024,1,57,0.162139118,0.801895261,0.035965614,neutral
https://www.tiktok.com/@yayasayasetuju1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d020e2079c4093a74524c1b5fb774e7e~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=liHjZNOD3Q6Lk7tWz8WhnXo0D4I%3D,user888764316999,ini mksd nya kamu tantrum?,07-03-2024,8,58,0.172188282,0.798026443,0.029785322,neutral
https://www.tiktok.com/@nurfatimahsauqi,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-aiso/11fd61a27244466d69c41c36cdf7fa41~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=EKNEFbTQ2y2MDhKFnLS2Oyr7cRQ%3D,Damaikhal store,"kami yg dititipkan anak""istimewa banyak belajar dr dia arti kesabaran yg sebenarnya, semoga kami ibu""selalu diberi kesabaran yg melimpah.amin",07-06-2023,195,59,0.209936276,0.754616559,0.035447247,neutral
https://www.tiktok.com/@zonamerah0884,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/951d1d0743f0204735a491457b2f909d~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=NmqLPAVsEXH28hScceyijUoS2B8%3D,zonamerah0884,klo ga salah ini di malasya anak ini kembar dan 2 2 nya seperti itu mashaa allah ibu nya bener bener sabar azal dan azil,17-11-2023,83,60,0.122285202,0.834062457,0.043652385,neutral
https://www.tiktok.com/@momyan.ok,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3e35d7a3c443535217b8b57557053c8b.jpg?lk3s=30310797&x-expires=1713416400&x-signature=XHn%2BKpRlEaOUUUuN8sK2gsfcDNU%3D,momyan,tantrum itu apa ya penyembab nya..maaf baru tau,02-01-2024,11,61,0.158166096,0.788505971,0.053327937,neutral
https://www.tiktok.com/@thisbbii,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/a64d0025b8fdc9445bbdc505aadbef65~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=MUN5YMZl4dYUnVIKtegB6VQONLY%3D,Bbii,semoga bisa mencerna dgn baik,06-10-2023,3,62,0.184254393,0.73364675,0.082098842,neutral
https://www.tiktok.com/@meccanausheen,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/1007eec5063282cd664e582eef0e8426.jpg?lk3s=30310797&x-expires=1713416400&x-signature=ZwGd8KHKyZ%2BG4TEJyrgv2A8KgF8%3D,naya_isna,🥺🥺🥺 trharu sdh lihatnya... ibu yg luar biasa.. aq jd mm bygkn klw misal ibunya mninggl duluan.. anknya gmn🥺🥺🥺🥺😭😭,26-02-2023,47,63,0.452121198,0.460250974,0.087627754,neutral
https://www.tiktok.com/@ryuzu_2526,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/db9fb173a12a5c9dfeb48b5765f1f1d9~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=NhHNDZ2PHNXN9Uz46HUewBSaTEc%3D,Moskova??,temen gw malah meragain salaman nya di sekolah🗿,01-04-2024,6,64,0.168825582,0.729511201,0.101663202,neutral
https://www.tiktok.com/@lampu_terang0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/ab681cf0d0a5204ca314c4d5a91fb694~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=8EBpFKCL1m0I3CJPM3xBfTWAsO8%3D,Lampu Terang,ya Alloh sabarnya berlimpah,10-02-2023,155,65,0.155761987,0.752506554,0.091731519,neutral
https://www.tiktok.com/@4airorr,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9a29e35d073fe748c2903a0dcbbccaed~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=386ejqLCTzUJlmqXyW2frHO%2FeXU%3D,iraa,liatttt,14-11-2023,1,66,0.296524853,0.532985747,0.170489416,neutral
https://www.tiktok.com/@nsya_lf,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/95a983841823d22b95dc5bf6da108528~c5_100x100.jpg?lk3s=30310797&x-expires=1713416400&x-signature=REZ2AJeRWCBNr1ltVhzNJ6Ba9C0%3D,💫ناصيفة,ohh iini anjir yg dinamakan tantrum,13-01-2024,5,67,0.267526716,0.691106856,0.041366477,neutral
